"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality_scaled","quality_level","type"
-0.091369395354537,1.67925022685102,-1.26957144182654,-0.587728821448501,0.694438933542639,-0.879498817437174,-0.974983706778477,0.90009593039116,1.70250114017781,0.016527567368207,-0.942488316945877,5,-0.891571863418241,"medium","red"
0.191473689584672,2.6680234065252,-0.320476132553631,-0.414744898307734,1.68816110310258,-0.00906979767519579,-0.409182657133376,0.533151384004027,-0.296657634981916,0.908329192180764,-0.590157705337307,5,-0.891571863418241,"medium","red"
0.191473689584672,2.00884128674242,-1.80511759673217,-0.488880865368063,1.41714596594987,-0.630804811790895,-0.63207397972084,0.606540293281445,0.0902763215006098,0.685378785977625,-0.590157705337307,5,-0.891571863418241,"medium","red"
2.59563991156795,-0.627887192388725,1.77897507445094,-0.587728821448501,0.649269744017187,-0.506457808967755,-0.529201061603549,0.973484839668579,-0.554613605970269,0.165161171503633,-0.590157705337307,6,0.284685075200379,"medium","red"
-0.091369395354537,1.67925022685102,-1.26957144182654,-0.587728821448501,0.694438933542639,-0.879498817437174,-0.974983706778477,0.90009593039116,1.70250114017781,0.016527567368207,-0.942488316945877,5,-0.891571863418241,"medium","red"
-0.091369395354537,1.4595228535901,-1.12620773497922,-0.61244081046861,0.649269744017187,-0.755151814614034,-0.872110788661186,0.90009593039116,1.70250114017781,0.016527567368207,-0.942488316945877,5,-0.891571863418241,"medium","red"
0.262184460819475,1.1299317936987,-1.66726787860975,-0.661864788508829,0.378254606864475,-0.630804811790895,-0.546346547956431,0.386373565449149,0.348232292488962,-0.726640453308924,-0.942488316945877,5,-0.891571863418241,"medium","red"
-0.16208016658934,1.40459101027486,-1.39742705538509,-0.760712744589267,0.197577848762667,-0.630804811790895,-1.19787502936594,-0.274126618047658,0.928633227212757,-0.652323651241212,-0.413992399533023,7,1.460942013819,"high","red"
0.191473689584672,1.02006810706824,-1.9429673148546,-0.563016832428391,0.558931364966283,-1.00384582026031,-1.24931148842459,0.533151384004027,0.735166248971491,0.0908443694359194,-0.854405664043735,7,1.460942013819,"high","red"
-0.0206586241197349,0.580613360546381,0.400477893226663,-0.479984549320823,0.468592985915379,-0.506457808967755,0.190909365217489,0.90009593039116,0.670677256224404,1.80013081699332,0.0264208649776896,5,-0.891571863418241,"medium","red"
-0.586344793998154,1.02006810706824,-1.52941816048732,-0.61244081046861,1.64299191357713,-0.630804811790895,-0.44347362983914,0.202901292255603,0.219254306994786,-0.132106036767219,-1.11865362275016,5,-0.891571863418241,"medium","red"
-0.0206586241197349,0.580613360546381,0.400477893226663,-0.479984549320823,0.468592985915379,-0.506457808967755,0.190909365217489,0.90009593039116,0.670677256224404,1.80013081699332,0.0264208649776896,5,-0.891571863418241,"medium","red"
-1.36416327758098,1.21232955867155,-1.33229306357225,-0.661864788508829,1.28163839737352,-0.568631310379325,-0.546346547956431,-0.384209981963827,2.15392408940743,-0.280739640902646,-0.502075052435165,5,-0.891571863418241,"medium","red"
0.191473689584672,1.18486363701393,-0.0819961202018326,-0.661864788508829,2.41086813550982,-1.00384582026031,-1.06071113854289,0.753318111836282,0.0902763215006098,0.626148294729656,-1.20673627565231,5,-0.891571863418241,"medium","red"
0.969292173167499,1.23979548032917,-0.840169569875182,-0.423517654409873,1.56010645079793,0.0347625208199609,-0.0552998188098946,1.19365156750087,-0.554613605970269,2.39466523353503,-1.11865362275016,5,-0.891571863418241,"medium","red"
0.969292173167499,1.23979548032917,-0.771244710813969,-0.408566901052707,1.60663071600914,0.0970189202334129,-0.0691876627557289,1.19365156750087,-0.490124613223182,2.76624924387359,-1.11865362275016,5,-0.891571863418241,"medium","red"
0.686449088228289,-0.627887192388725,1.77897507445094,-0.61244081046861,1.41714596594987,0.612665216440503,0.208054851570371,0.569845838642736,0.348232292488962,1.42854680665476,0.0264208649776896,7,1.460942013819,"high","red"
0.403606003289079,0.910204420437774,-0.150920979263046,-0.63715279948872,1.29789930560268,-0.568631310379325,-0.597783007015076,0.533151384004027,-0.877058569705711,0.823608037823572,-1.03057096984802,5,-0.891571863418241,"medium","red"
-0.091369395354537,1.07499995038347,-1.52941816048732,-0.539664002804388,1.14613082879716,-1.19036632449502,-1.06071113854289,0.753318111836282,0.864144234465667,-0.429373245038072,-1.29481892855445,4,-2.06782880203686,"low","red"
0.262184460819475,-0.408159819127796,1.43435077914487,-0.61244081046861,0.970648527490781,-0.506457808967755,-0.597783007015076,0.569845838642736,-1.32848151893533,0.697764919655577,-1.11865362275016,6,0.284685075200379,"medium","red"
0.969292173167499,-0.957478252280117,1.22757620196123,-0.61244081046861,0.739608123068091,0.239624207971084,-0.529201061603549,0.533151384004027,0.928633227212757,-0.206422838834933,-0.942488316945877,6,0.284685075200379,"medium","red"
0.0500521471150672,-0.0236369159211716,0.0558535979205947,-0.488880865368063,0.965454070695351,-0.133416800498336,-0.340600711721849,1.046873748946,1.7669901329249,0.685378785977625,-0.678240358239451,5,-0.891571863418241,"medium","red"
0.262184460819475,0.196090457339757,-0.633394992691541,-0.661864788508829,2.0495146193062,-0.941672318848744,-0.923547247719832,0.459762474726608,-0.490124613223182,2.61761563973817,-0.854405664043735,5,-0.891571863418241,"medium","red"
0.686449088228289,0.525681517231149,-1.32264358330368,-0.488880865368063,1.05579244974626,-1.00384582026031,-0.409182657133376,0.533151384004027,-0.490124613223182,-0.206422838834933,-0.942488316945877,5,-0.891571863418241,"medium","red"
-0.444923251528549,0.0312949273940605,-1.11586900612004,-0.464168876347953,1.10096163927171,-0.257763803321475,-0.872110788661186,0.533151384004027,1.18658919820111,0.536745181842199,-0.678240358239451,6,0.284685075200379,"medium","red"
-0.869187878937364,-0.0236369159211716,-0.978019287997609,-0.711288766549048,0.875115691644447,-0.879498817437174,-1.16358405666018,0.0561234737007656,0.606188263477315,0.016527567368207,-1.03057096984802,5,-0.891571863418241,"medium","red"
0.0500521471150672,0.0862267707092924,-0.426620415507901,-0.61244081046861,0.875115691644447,-1.31471332731816,-1.36932989289476,0.31298465617173,0.219254306994786,0.239477973571346,-0.854405664043735,5,-0.891571863418241,"medium","red"
0.262184460819475,0.196090457339757,-0.633394992691541,-0.661864788508829,2.0495146193062,-0.941672318848744,-0.923547247719832,0.459762474726608,-0.490124613223182,2.61761563973817,-0.854405664043735,5,-0.891571863418241,"medium","red"
-0.303501709058945,1.73418207016626,-1.35090277551878,-0.587728821448501,0.875115691644447,-0.692978313202464,-0.957838220425595,0.679929202558864,1.44454516918946,-0.0577892346995062,-0.942488316945877,5,-0.891571863418241,"medium","red"
0.191473689584672,1.37712508861725,-1.54113538652772,-0.563016832428391,0.965454070695351,-1.06601932167188,-1.28360246113035,0.386373565449149,0.864144234465667,0.239477973571346,-0.590157705337307,6,0.284685075200379,"medium","red"
-0.586344793998154,1.54192061856294,-1.59834301954853,-0.464168876347953,1.28163839737352,-0.506457808967755,-0.152000361840148,0.166206837616893,0.670677256224404,-0.132106036767219,-0.325909746630881,5,-0.891571863418241,"medium","red"
-0.444923251528549,1.59685246187818,-1.47083203028529,-0.439456887327844,2.00434542978075,-0.195590301909905,-0.923547247719832,0.459762474726608,1.38005617644237,0.0908443694359194,0.114503517879832,6,0.284685075200379,"medium","red"
0.545027545758685,1.43205693193248,-1.25371872424246,-0.488880865368063,1.0106232602208,-0.630804811790895,0.379509715099189,0.459762474726608,-0.490124613223182,0.759695588045338,-0.590157705337307,5,-0.891571863418241,"medium","red"
-0.444923251528549,1.15739771535632,-1.25371872424246,-0.392504108189636,0.558931364966283,0.923532723498352,-0.134854875487266,1.45051274997184,1.31556718369529,-0.280739640902646,-0.942488316945877,6,0.284685075200379,"medium","red"
-1.64700636252019,-0.408159819127796,-0.357695556446687,-0.61244081046861,1.91400705072984,-0.755151814614034,-0.700655925132368,0.129512382978184,0.864144234465667,-0.0577892346995062,-1.11865362275016,5,-0.891571863418241,"medium","red"
0.191473689584672,1.37712508861725,-1.16687340182534,-0.438962647547442,1.14613082879716,-1.25253982590659,-1.24931148842459,1.19365156750087,0.993122219959843,-0.0577892346995062,-0.766323011141593,6,0.284685075200379,"medium","red"
0.191473689584672,1.1299317936987,-1.11586900612004,-0.464168876347953,1.14613082879716,-1.37688682872973,-1.30074794748323,0.790012566475032,1.12210020545402,0.313794775639059,0.290668823684118,6,0.284685075200379,"medium","red"
0.403606003289079,-0.0785687592364038,-0.150920979263046,-0.538304843408282,0.242747038288119,-0.755151814614034,-1.04356565219,0.533151384004027,-0.103190656740653,1.27991320251933,-0.678240358239451,7,1.460942013819,"high","red"
-1.29345250634618,1.35487769207458,-1.4604933014261,-0.686576777528939,0.375092763597695,-1.12819282308345,-1.2321660020717,-0.494293345879955,1.63801214743072,-0.578006849173498,-0.590157705337307,4,-2.06782880203686,"low","red"
-0.16208016658934,0.305954143970221,0.400477893226663,-0.489622225038666,0.604100554491735,-0.817325316025604,-0.066272930075739,0.90009593039116,0.541699270730228,2.02308122319646,0.0264208649776896,5,-0.891571863418241,"medium","red"
-0.16208016658934,0.305954143970221,0.400477893226663,-0.489622225038666,0.604100554491735,-0.817325316025604,-0.066272930075739,0.90009593039116,0.541699270730228,2.02308122319646,0.0264208649776896,5,-0.891571863418241,"medium","red"
0.898581401932697,1.18486363701393,-0.013071261140619,-0.365320920267515,1.23646920784806,-0.506457808967755,-0.769237870543895,0.826707021113742,0.0902763215006098,-0.355056442970359,-1.03057096984802,4,-2.06782880203686,"low","red"
-0.0206586241197349,0.525681517231149,-0.702319851752755,-0.414744898307734,0.953515233934506,-1.06601932167188,-1.31789343383611,0.533151384004027,-0.232168642234829,2.54329883767045,0.0264208649776896,6,0.284685075200379,"medium","red"
0.403606003289079,1.4595228535901,-0.564470133630328,-0.513592854388172,0.378254606864475,-1.00384582026031,-1.16358405666018,0.533151384004027,0.348232292488962,0.0908443694359186,-0.149744440826595,5,-0.891571863418241,"medium","red"
-0.515634022763352,1.51445469690533,-1.9429673148546,-0.61244081046861,-0.479959994119113,-1.25253982590659,-1.36932989289476,0.31298465617173,1.50903416193655,-0.280739640902646,-0.854405664043735,5,-0.891571863418241,"medium","red"
-2.071270989929,0.690477047176846,-1.04694414705882,-0.538304843408282,-0.299283236017305,-1.06601932167188,-0.44347362983914,-0.714460073712251,1.48102751365783,0.016527567368207,2.31656984043339,4,-2.06782880203686,"low","red"
0.12076291834987,2.97014854475898,0.882951906655158,-0.513592854388172,2.41086813550982,-0.195590301909905,0.396655201452071,0.606540293281445,0.0257873287535231,1.27991320251933,-1.11865362275016,5,-0.891571863418241,"medium","red"
0.827870630697893,-0.572955349073493,1.50327563820608,-0.661864788508829,2.36569894598436,-0.817325316025604,-0.923547247719832,0.569845838642736,0.0257873287535231,0.165161171503633,-0.854405664043735,5,-0.891571863418241,"medium","red"
-0.798477107702561,0.0312949273940605,-0.495545274569114,-0.661864788508829,0.242747038288119,-1.25253982590659,-1.35218440654188,0.166206837616893,0.606188263477315,0.016527567368207,-1.11865362275016,5,-0.891571863418241,"medium","red"
-1.36416327758098,-0.463091662443028,0.469402752287876,-0.711288766549048,0.604100554491735,-0.817325316025604,0.0880364471001977,0.0194290190620156,0.477210277983138,0.165161171503633,-1.11865362275016,5,-0.891571863418241,"medium","red"
0.898581401932697,1.4595228535901,-0.288770697385473,-0.63715279948872,0.604100554491735,-1.31471332731816,-1.16358405666018,0.643234747920155,-0.619102598717358,1.35423000458704,-1.11865362275016,5,-0.891571863418241,"medium","red"
-0.657055565232957,0.690477047176846,-1.80511759673217,-0.513592854388172,0.378254606864475,-1.06601932167188,-1.30074794748323,0.0928179283394749,0.993122219959843,0.536745181842199,-0.942488316945877,6,0.284685075200379,"medium","red"
-0.657055565232957,0.580613360546381,-1.80511759673217,-0.538304843408282,0.333085417339023,-1.19036632449502,-1.31789343383611,0.0561234737007656,0.928633227212757,0.611061983909912,-0.942488316945877,6,0.284685075200379,"medium","red"
0.757159859463091,-0.0785687592364038,0.400477893226663,-0.315896942227296,0.920284881169899,0.301797709382654,0.48238263321648,0.606540293281445,-0.296657634981916,0.016527567368207,-0.942488316945877,5,-0.891571863418241,"medium","red"
0.0500521471150672,0.635545203861614,-1.04694414705882,-0.365320920267515,2.23019137740801,0.488318213617363,-0.306309739016085,0.0561234737007656,-0.490124613223182,0.536745181842199,-0.237827093728738,6,0.284685075200379,"medium","red"
0.12076291834987,1.23979548032917,-1.80511759673217,-0.484721013883011,1.05579244974626,-0.00906979767519579,-0.786383356896777,0.90009593039116,0.606188263477315,-0.206422838834933,-0.854405664043735,5,-0.891571863418241,"medium","red"
